Category,University,Faculty,Program,2022,2023,2024
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في تكنولوجيات الإعلامية,145.7608,146.62,144.925
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في الهندسة الميكانيكية,140.315,124.32,121.9586
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في الهندسة الكهربائية,140.0256,134.9431,126.4
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في هندسة الأساليب,102.4649,101.3897,113.4896
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,الإجازة في تكنولوجيات الإعلامية,136.0933,138.2119,147.4567
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,الإجازة في الهندسة الميكانيكية,117.1062,115.035,118.5293
رياضيات,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,الإجازة في هندسة الأساليب,100.2058,111.8471,107.9309
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الكيمياء,102.13,104.595,80.37
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الفيزياء و الكيمياء,105.6536,107.485,76.74
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الفيزياء,92.915,101.125,97.0902
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الفيزياء و الطاقة,108.425,111.865,91.7365
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الاجازة في الرياضيات التطبيقية,95.5416,79.18,92.1716
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الرياضيات,90.6918,76.3767,90.4585
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,مرحلة تحضيرية علمية,145.78,141.38,136.215
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في علوم الإعلامية,145.08,145.87,144.255
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في القياسات والأدواتية,101.2755,83.6916,69.3816
رياضيات,جامعة المنستير,كلية العلوم بالمنستير,الإجازة في الإلكترونيك والكهروتقنية والآلية,110.4133,115.265,99.7775
رياضيات,جامعة المنستير,كلية الطب بالمنستير,الطب,186.63,181.95,178.785
رياضيات,جامعة المنستير,كلية طب الأسنان بالمنستير,طب الأسنان,182.85,177.65,173.415
رياضيات,جامعة المنستير,كلية الصيدلة بالمنستير,الصيدلة,176.08,169.19,169.6
رياضيات,جامعة المنستير,المعهد التحضيري للدراسات الهندسية بالمنستير,مرحلة تحضيرية علمية,167.61,162.945,158.125
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في التبنيج والإنعاش,172.6338,167.71,148.83
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في التصوير الطبي والمداواة بالأشعة,154.1121,146.0818,150.335
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في البيولوجيا الطبية,151.3087,145.0492,131.9
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في العلاج الطبيعي,167.805,158.6275,157.23
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في بدائل الأسنان,148.29,151.26,131.11
رياضيات,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,الإجازة في علوم التوليد - قابلة,148.3876,148.1629,133.765
رياضيات,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الإجازة في إعلامية التصرف,137.325,134.4562,141.34
رياضيات,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الاجازة في العلوم الاقتصادية,98.2664,113.535,113.92
رياضيات,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الإجازة في علوم التصرف,100.9799,114.72,121.77
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإنقليزية,141.3898,132.9743,
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الفرنسية,102.4044,,
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإسبانية,160.393,118.265,102.8117
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإيطالية,117.9711,111.0303,
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الألمانية,120.1022,117.4539,
رياضيات,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الترجمة,104.1817,137.9605,122.6949
رياضيات,جامعة المنستير,المعهد العالي للبيوتكنولوجيا بالمنستير,الإجازة في علوم الأحياء,117.8017,120.34,108.8315
رياضيات,جامعة المنستير,المعهد العالي للبيوتكنولوجيا بالمنستير,الإجازة في البيوتكنولوجيا,118.0852,118.83,110.58
رياضيات,جامعة المنستير,المعهد العالي للإعلامية و الرياضيات بالمنستير,مرحلة تحضيرية مندمجة,181.0017,174.355,165.74
رياضيات,جامعة المنستير,المعهد العالي للإعلامية و الرياضيات بالمنستير,الاجازة في الرياضيات التطبيقية,93.0549,97.3102,87.1751
رياضيات,جامعة المنستير,المعهد العالي للإعلامية و الرياضيات بالمنستير,الإجازة في علوم الإعلامية,164.6088,160.57,155.105
رياضيات,جامعة المنستير,المعهد العالي للإعلامية و الرياضيات بالمنستير,الإجازة في تكنولوجيات المعلومات والاتصالات,139.7583,138.13,130.8093
رياضيات,جامعة المنستير,المعهد العالي للإعلامية و الرياضيات بالمنستير,الإجازة في الإلكترونيك والكهروتقنية والآلية,127.09,128.5391,107.27
رياضيات,جامعة المنستير,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,الإجازة في التربية والتعليم,135.88,114.1484,134.44
رياضيات,جامعة المنستير,المعهد العالي للموضة بالمنستير,الاجازة في تصميم المنتوج,114.81,104.6852,105.995
رياضيات,جامعة المنستير,المعهد العالي للموضة بالمنستير,الإجازة في علوم التصرف,104.58,106.1202,121.03
رياضيات,جامعة المنستير,المعهد العالي للموضة بالمنستير,الإجازة في هندسة النسيج,114.06,94.6717,87.6718
رياضيات,جامعة المنستير,المعهد العالي للإعلامية بالمهدية,الإجازة في علوم الإعلامية,148.355,146.63,146.37
رياضيات,جامعة المنستير,المعهد العالي للإعلامية بالمهدية,الإجازة في هندسة نظم الإعلامية,139.485,138.405,137.39
رياضيات,جامعة المنستير,المعهد العالي للإعلامية بالمهدية,الإجازة في إعلامية التصرف,141.535,132.5784,148.0666
رياضيات,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,المرحلة التحضيرية العلمية:رياضيات - فيزياء,136.845,131.94,123.555
رياضيات,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في البيوتكنولوجيا,106.0533,107.4401,104.9035
رياضيات,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في فيزياء المواد,87.3407,90.9752,96.2417
رياضيات,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في تكنولوجيات المعلومات والاتصالات,132.76,129.2017,118.0467
رياضيات,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في الإلكترونيك والكهروتقنية والآلية,107.9586,117.3362,107.405
رياضيات,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الإجازة في تصميم الفضاء,122.2743,117.315,125.6822
رياضيات,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم المنتوج,98.0201,110.855,105.9047
رياضيات,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم الصورة,103.0699,97.3683,108.4601
رياضيات,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الإنقليزية,110.0552,94.3401,
رياضيات,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الترجمة,105.2442,107.2598,99.6204
رياضيات,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في إعلامية التصرف,119.305,110.9165,129.945
رياضيات,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الاجازة في العلوم الاقتصادية,97.57,98.8815,102.0567
رياضيات,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في علوم التصرف,92.6268,97.3414,111.1887
رياضيات,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في علوم الإعلامية,125.545,125.78,116.215
رياضيات,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في هندسة نظم الإعلامية,106.685,118.65,110.25
رياضيات,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في تصميم الفضاء,111.24,104.3183,105.935
رياضيات,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم الصورة,93.1217,,
رياضيات,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية بالقيروان,الإجازة في القانون,101.455,104.5,102.6591
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الهندسة الميكانيكية,83.5467,92.1396,
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الهندسة الطاقية,108.2072,103.2061,84.0166
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الإلكترونيك والكهروتقنية والآلية,91.7919,83.1669,97.6149
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في هندسة نظم الإعلامية,82.3599,108.165,102.57
رياضيات,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في تصميم الفضاء,93.635,84.6283,93.2831
رياضيات,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الاجازة في الرياضيات التطبيقية,111.0573,89.5433,
رياضيات,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الإجازة في علوم الإعلامية,114.435,119.23,102.8698
رياضيات,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الإجازة في هندسة نظم الإعلامية,94.415,111.305,101.5566
رياضيات,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في الإنقليزية,108.5665,106.9785,126.9609
رياضيات,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التربية والتعليم,102.8402,81.4318,101.76
رياضيات,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في تصميم الفضاء,107.745,88.6217,
رياضيات,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في الفيزياء و الكيمياء,90.4345,,
رياضيات,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في علوم الإعلامية,84.6719,84.9682,86.76
رياضيات,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في تكنولوجيات المعلومات والاتصالات,90.9157,91.2382,89.634
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في علوم الإعلامية,93.9501,92.9616,94.2264
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في هندسة نظم الإعلامية,82.5568,86.5469,92.5385
رياضيات,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في تكنولوجيات المعلومات والاتصالات,98.4317,99.5572,91.792
رياضيات,جامعة القيروان,المعهد التحضيري للدراسات الهندسية بالقيروان,مرحلة تحضيرية علمية,136.325,123.66,110.68
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الاجازة في علوم الجيوماتيك والتطبيقات,84.7818,,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الفيزياء,113.5,102.3295,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الفيزياء و الطاقة,99.565,,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الاجازة في الرياضيات التطبيقية,85.3254,,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في علوم الإعلامية,83.4885,81.815,85.2801
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في البيوتكنولوجيا,76.6016,,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الهندسة الميكانيكية,88.5728,112.085,
رياضيات,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الهندسة الطاقية,106.8975,,
رياضيات,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الإنقليزية,135.47,118.22,
رياضيات,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في إعلامية التصرف,94.7583,103.5502,109.7001
رياضيات,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الاجازة في العلوم الاقتصادية,87.9233,83.6134,96.2581
رياضيات,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في علوم التصرف,92.2668,79.7559,94.7901
رياضيات,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في الموسيقى و العلوم الموسيقية,105.0346,,
رياضيات,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في تصميم الفضاء,103.2751,88.9636,89.9916
رياضيات,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في هندسة نظم الإعلامية,88.9567,93.9517,106.995
رياضيات,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في تكنولوجيات المعلومات والاتصالات,91.7552,94.9353,94.085
رياضيات,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في الهندسة الميكانيكية,93.8267,103.215,102.075
رياضيات,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في الإلكترونيك والكهروتقنية والآلية,81.8232,,
رياضيات,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في التربية والتعليم,96.1883,90.9649,97.7868
رياضيات,جامعة قفصة,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,الإجازة في التربية والتعليم,99.6052,80.0186,91.98
رياضيات,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,112.0934,115.93,115.19
رياضيات,جامعة قفصة,المعهد التحضيري للدراسات الهندسية بقفصة,مرحلة تحضيرية علمية,81.7868,87.7185,80.5818
رياضيات,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,الإجازة في التبنيج والإنعاش,144.4286,,
رياضيات,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,الإجازة في التصوير الطبي والمداواة بالأشعة,131.23,,
رياضيات,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,الإجازة في البيولوجيا الطبية,120.0114,,
رياضيات,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,الإجازة في الرعاية الصحية الإستعجالية والانعاش,117.69,,
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في العربية,130.9413,129.1169,113.8213
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الإنقليزية,151.817,142.7327,129.01
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفرنسية,115.1036,147.3283,119.412
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم الاجتماع,117.2453,121.665,129.7108
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم النفس,123.795,127.5,129.045
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفلسفة,113.0509,94.415,116.022
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في التاريخ,106.7771,86.1208,99.6301
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الجغرافيا,102.4134,123.1035,119.0929
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الاجازة في الجيوماتيك والتهيئة,90.6852,87.2815,76.9685
علوم تجريبية,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,الإجازة في الوساطة والتنشيط,131.82,117.81,107.3032
علوم تجريبية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في الفنون التشكيلية,112.05,116.3668,121.3059
علوم تجريبية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في تصميم الفضاء,137.5646,147.615,151.5602
علوم تجريبية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم المنتوج,106.2455,134.071,136.211
علوم تجريبية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم الصورة,120.359,117.3362,133.4825
علوم تجريبية,جامعة تونس,المعهد العالي للموسيقى بتونس,الإجازة في الموسيقى و العلوم الموسيقية,110.59,112.0827,112.365
علوم تجريبية,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,الإجازة في المسرح و فنون العرض,107.5869,106.915,101.9901
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,مرحلة تحضيرية علمية,110.015,146.365,153.465
علوم تجريبية,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في إعلامية التصرف,160.7461,176.8764,183.4622
علوم تجريبية,جامعة تونس,المعهد العالي للتصرف بتونس,الاجازة في العلوم الاقتصادية,143.701,166.7328,166.905
علوم تجريبية,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في علوم التصرف,144.575,175.0413,180.7444
علوم تجريبية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في إعلامية التصرف,130.5668,166.4546,174.2709
علوم تجريبية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الاجازة في العلوم الاقتصادية,96.8713,162.7417,152.32
علوم تجريبية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في علوم التصرف,129.2774,163.275,169.5629
علوم تجريبية,جامعة تونس,المعهد العالى لمهن التراث بتونس,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,120.2144,114.5455,100.325
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للغات والآداب:عربية,130.0525,130.5525,126.195
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للغات والآداب:فرنسية,126.3675,146.6125,137.3825
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للغات والآداب:انقليزية,153.1,155.015,168.4575
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,108.39,111.85,102.245
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للعلوم الإنسانية:جغرافيا,111.5975,105.3216,124.6175
علوم تجريبية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للعلوم الإنسانية:فلسفة,111.0619,103.8358,108.6267
علوم تجريبية,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,الإجازة في التربية والتعليم,138.13,130.02,128.22
علوم تجريبية,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,مرحلة تحضيرية مندمجة,171.35,,
علوم تجريبية,جامعة تونس,المعهد العالي للأعمال بتونس,البكالوريوس في إدارة الأعمال,163.255,165.175,169.295
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإسبانية,129.9569,128.4428,118.03
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإيطالية,134.2957,112.065,140.919
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الألمانية,129.882,139.5441,138.3778
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الجيوماتيك والبيئة والتهيئة,88.4133,78.6833,78.5652
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الاجازة في الجيوبوليتيك و العلاقات الدولية,122.325,121.31,119.095
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في العربية,124.8423,114.476,109.0103
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإنقليزية,132.9796,149.1045,127.1516
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الفرنسية,118.6273,130.8056,106.7199
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في التاريخ,131.9043,112.52,149.1527
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الجغرافيا,101.1045,92.3685,96.3212
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,المرحلة التحضيرية للغات والآداب:عربية,107.0725,121.8075,114.2075
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,المرحلة التحضيرية للغات والآداب:فرنسية,124.4725,124.7159,123.405
علوم تجريبية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,المرحلة التحضيرية للغات والآداب:انقليزية,138.0575,130.0125,155.6275
علوم تجريبية,جامعة منوبة,معهد الصحافة وعلوم الإخبار,الإجازة في الصحافة,118.9475,118.8875,121.225
علوم تجريبية,جامعة منوبة,معهد الصحافة وعلوم الإخبار,الإجازة في الاتصال,112.392,110.8018,108.61
علوم تجريبية,جامعة منوبة,المعهد العالي للتوثيق بتونس,الإجازة في التصرف الإلكتروني في المعلومات و الوثائق,106.2952,99.2467,100.3461
علوم تجريبية,جامعة منوبة,المعهد العالي للتوثيق بتونس,الإجازة في التوثيق وعلوم المكتبات والأرشيف,106.4533,110.7873,106.0531
علوم تجريبية,جامعة منوبة,المعهد العالي للتربية المختصة,الإجازة في التربية المختصة,120.1917,117.3333,113.6151
علوم تجريبية,جامعة منوبة,المعهد العالي للمحاسبة و إدارة المؤسسات بمنوبة,الإجازة في علوم التصرف,123.9756,164.3627,163.373
علوم تجريبية,جامعة منوبة,المدرسة العليا للتجارة بمنوبة,الاجازة في العلوم الاقتصادية,132.1504,145.3274,156.2842
علوم تجريبية,جامعة منوبة,المدرسة العليا للتجارة بمنوبة,الإجازة في علوم التصرف,119.7221,156.7015,160.215
علوم تجريبية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في السينما والسمعي البصري,107.8436,129.791,139.2231
علوم تجريبية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في علوم الإعلامية,158.7131,163.385,163.365
علوم تجريبية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في الفنون و الوسائط,124.0077,127.5868,131.0215
علوم تجريبية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الإجازة في تصميم الفضاء,135.8472,139.5708,166.6579
علوم تجريبية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الاجازة في تصميم المنتوج,122.8093,122.9751,127.6564
علوم تجريبية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الاجازة في تصميم الصورة,123.5797,120.3911,143.6636
علوم تجريبية,جامعة منوبة,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,الإجازة في علوم الأحياء,104.7985,102.7,94.365
علوم تجريبية,جامعة منوبة,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,الإجازة في البيوتكنولوجيا,112.9813,114.5006,109.4255
علوم تجريبية,جامعة منوبة,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,138.3938,163.8919,150.9931
علوم تجريبية,جامعة منوبة,المدرسة العليا للإقتصاد الرقمي بمنوبة,الإجازة في إعلامية التصرف,147.6868,169.1938,170.5473
علوم تجريبية,جامعة منوبة,المدرسة الوطنية للمهندسين بمنوبة,مرحلة تحضيرية مندمجة: رياضيات- فيزياء- كيمياء,154.2325,158.94,157.9375
علوم تجريبية,جامعة منوبة,المدرسة الوطنية للمهندسين بمنوبة,مرحلة تحضيرية مندمجة: رياضيات- فيزياء و إعلامية,160.4725,170.0575,172.325
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الاجازة في علوم الجيوماتيك والتطبيقات,110.6701,116.77,112.3875
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الكيمياء,102.7239,101.035,101.3361
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الفيزياء و الكيمياء,103.1836,100.018,108.0285
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الفيزياء,73.0366,78.3431,89.1526
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الفيزياء و الطاقة,100.625,99.63,109.0634
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الاجازة في الرياضيات التطبيقية,121.7286,112.1039,122.1726
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الرياضيات,115.565,112.5266,115.0538
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الأرض,90.9335,91.7666,94.6561
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الأحياء و المحيط,82.9718,77.1636,93.455
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الحياة و الأرض,115.3728,115.245,117.0687
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الكيمياء - علم الأحياء,99.6718,99.815,101.805
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,مرحلة تحضيرية مندمجة,171.6267,175.3183,178.1183
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في هندسة نظم الإعلامية,158.0604,161.2437,162.445
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في تكنولوجيات المعلومات والاتصالات,132.8815,137.87,136.6586
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الإلكترونيك والكهروتقنية والآلية,102.4717,131.2783,124.6996
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,مرحلة تحضيرية: بيولوجيا - جيولوجيا,120.78,121.7667,116.8267
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,المرحلة التحضيرية العلمية: فيزياء - كيمياء,123.495,138.025,146.505
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الأحياء,113.5786,110.3491,113.3879
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الإعلامية,170.8683,176.9031,175.7261
