Category,University,Faculty,Program,2022,2023,2024
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,الإجازة في إعلامية التصرف,161.5647,151.603,149.6877
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,الاجازة في العلوم الاقتصادية,99.915,95.4199,95.9049
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,الإجازة في علوم التصرف,150.5116,133.1883,145.9587
علوم تجريبية,جامعة صفاقس,المعهد العالي للموسيقى بصفاقس,الإجازة في الموسيقى و العلوم الموسيقية,87.87,72.2418,76.1769
علوم تجريبية,جامعة صفاقس,المعهد العالي لادارة الاعمال بصفاقس,الإجازة في إعلامية التصرف,129.93,119.396,110.2047
علوم تجريبية,جامعة صفاقس,المعهد العالي لادارة الاعمال بصفاقس,الاجازة في العلوم الاقتصادية,85.1384,85.9716,77.1934
علوم تجريبية,جامعة صفاقس,المعهد العالي لادارة الاعمال بصفاقس,الإجازة في علوم التصرف,110.0014,98.0281,102.625
علوم تجريبية,جامعة صفاقس,معهد الدراسات العليا التجارية بصفاقس,الاجازة في العلوم الاقتصادية,94.36,93.1884,89.0419
علوم تجريبية,جامعة صفاقس,معهد الدراسات العليا التجارية بصفاقس,الإجازة في علوم التصرف,125.215,108.5783,122.9
علوم تجريبية,جامعة صفاقس,المعهد العالي للتصرف الصناعي بصفاقس,الاجازة في علوم النقل,105.9621,95.1232,78.8715
علوم تجريبية,جامعة صفاقس,المعهد العالي للتصرف الصناعي بصفاقس,الإجازة في إعلامية التصرف,141.8125,128.3786,119.3942
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الإجازة في الفنون التشكيلية,80.0287,77.5585,77.7214
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الإجازة في تصميم الفضاء,105.1115,97.3184,108.375
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الاجازة في تصميم المنتوج,74.1435,85.2668,94.9035
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الاجازة في تصميم الصورة,88.8367,76.53,93.3878
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الإجازة في السينما والسمعي البصري,101.6179,103.4583,109.175
علوم تجريبية,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,الإجازة في الفنون و الوسائط,82.4634,85.7998,109.45
علوم تجريبية,جامعة صفاقس,المعهد العالي للرياضة و التربية البدنية بصفاقس,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,172.575,140.2449,145.9962
علوم تجريبية,جامعة جندوبة,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,الإجازة في القانون,69.8603,75.437,92.4683
علوم تجريبية,جامعة جندوبة,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,الإجازة في إعلامية التصرف,108.74,103.96,100.21
علوم تجريبية,جامعة جندوبة,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,الاجازة في العلوم الاقتصادية,70.5317,78.3833,71.7502
علوم تجريبية,جامعة جندوبة,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,الإجازة في علوم التصرف,97.71,94.47,98.355
علوم تجريبية,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,الإجازة في الإنقليزية,83.7826,75.922,82.6151
علوم تجريبية,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,الإجازة في الفرنسية,85.5348,78.3982,72.0851
علوم تجريبية,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,الإجازة في التربية والتعليم,157.01,131.635,142.225
علوم تجريبية,جامعة جندوبة,المعهد العالي للعلوم الإنسانية بجندوبة,الإجازة في الإنقليزية,74.0401,66.7368,77.7016
علوم تجريبية,جامعة جندوبة,المعهد العالي للعلوم الإنسانية بجندوبة,الإجازة في الفرنسية,77.54,83.733,76.8351
علوم تجريبية,جامعة جندوبة,المعهد العالي للعلوم الإنسانية بجندوبة,الإجازة في التاريخ,83.8456,73.4368,71.6234
علوم تجريبية,جامعة جندوبة,المعهد العالي للعلوم الإنسانية بجندوبة,الاجازة في جغرافية البيئة,80.385,77.4601,78.1851
علوم تجريبية,جامعة جندوبة,المعهد العالي للعلوم الإنسانية بجندوبة,الإجازة في التربية والتعليم,149.805,130.595,140.275
علوم تجريبية,جامعة جندوبة,المعهد العالي للغات التطبيقية و الاعلامية بباجة,الإجازة في الإنقليزية,79.7636,78.0199,87.295
علوم تجريبية,جامعة جندوبة,المعهد العالي للرياضة والتربية البدنية بالكاف,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,169.2687,137.195,142.21
علوم تجريبية,جامعة جندوبة,المعهد العالي للموسيقى و المسرح بالكاف,الإجازة في المسرح و فنون العرض,78.7685,79.87,76.8702
علوم تجريبية,جامعة جندوبة,المعهد العالي للموسيقى و المسرح بالكاف,الإجازة في الموسيقى و العلوم الموسيقية,103.285,84.1736,
علوم تجريبية,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,الإجازة في الفنون التشكيلية,82.1484,67.9818,73.6699
علوم تجريبية,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,الإجازة في تصميم الفضاء,72.97,76.0368,90.9368
علوم تجريبية,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,الاجازة في تصميم الصورة,78.7164,73.3066,71.9319
علوم تجريبية,جامعة قابس,المعهد العالي للتصرف بقابس,الإجازة في إعلامية التصرف,125.48,107.4013,104.5142
علوم تجريبية,جامعة قابس,المعهد العالي للتصرف بقابس,الاجازة في العلوم الاقتصادية,92.6888,89.3541,86.813
علوم تجريبية,جامعة قابس,المعهد العالي للتصرف بقابس,الإجازة في علوم التصرف,110.9162,97.4075,101.4253
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في العربية,81.9432,78.9251,86.2491
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في الإنقليزية,88.0935,86.6686,79.2452
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في الفرنسية,72.9316,75.7467,77.6501
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في الإسبانية,85.6143,84.2749,
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في الإيطالية,104.6193,114.062,99.0966
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في الألمانية,77.5642,98.201,88.4217
علوم تجريبية,جامعة قابس,المعهد العالي للغات بقابس,الإجازة في التربية والتعليم,160.01,137.56,149.745
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,70.1517,71.1002,77.9299
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,الإجازة في الموسيقى و العلوم الموسيقية,120.3483,,
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,الإجازة في الفنون التشكيلية,82.0388,75.3602,71.3718
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,الإجازة في تصميم الفضاء,94.0199,88.4927,96.865
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,الاجازة في تصميم الصورة,73.6131,73.1248,71.6952
علوم تجريبية,جامعة قابس,المعهد العالي للإعلامية و الملتيميديا بقابس,الإجازة في الفنون و الوسائط,84.5701,89.3699,93.7315
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,الإجازة في القانون,76.3089,75.9336,95.9131
علوم تجريبية,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,الإجازة في العربية,95.765,80.6984,77.5951
علوم تجريبية,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,الإجازة في الإنقليزية,83.4726,88.1319,81.3285
علوم تجريبية,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,الإجازة في الفرنسية,97.9264,89.6734,
علوم تجريبية,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,الإجازة في الألمانية,98.1012,83.8386,94.4267
علوم تجريبية,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,الإجازة في التربية والتعليم,153.42,130.125,143.355
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,الإجازة في الأنتروبولوجيا,82.6575,84.5435,83.5148
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,الإجازة في الفنون التشكيلية,73.6686,106.955,79.5883
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,الإجازة في تصميم الفضاء,73.5627,71.2835,90.22
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,الاجازة في تصميم الصورة,90.44,82.8699,78.7149
علوم تجريبية,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,الإجازة في التربية والتعليم,151.92,129.255,138.06
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,الإجازة في التصرف في تكنولوجيات المعلومات والاتصال,149.175,141.845,140.195
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية برادس,الإجازة في إدارة الأعمال,129.27,113.9283,118.6523
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية برادس,الاجازة في المحاسبة و المالية,136.8102,117.3951,116.6889
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية برادس,الاجازة في التجارة والتوزيع,124.4143,113.848,115.239
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية برادس,الإجازة في تكنولوجيات الإعلامية,142.1174,132.7175,130.7594
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بنابل,الإجازة في إدارة الأعمال,113.515,104.9955,106.9912
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بنابل,الاجازة في المحاسبة و المالية,121.7232,108.8137,111.8508
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بنابل,الاجازة في التجارة والتوزيع,115.87,105.005,109.5697
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بنابل,الإجازة في تكنولوجيات الإعلامية,133.2578,128.4963,121.815
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بسوسة,الإجازة في إدارة الأعمال,122.8521,109.1721,112.775
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بسوسة,الإجازة في تكنولوجيات الإعلامية,139.2391,130.43,128.6836
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بصفاقس,الإجازة في إدارة الأعمال,107.765,96.53,100.28
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بصفاقس,الاجازة في المحاسبة و المالية,111.385,99.35,102.2813
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بصفاقس,الاجازة في التجارة والتوزيع,102.795,94.37,97.295
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بصفاقس,الإجازة في تكنولوجيات الإعلامية,131.2302,119.19,114.37
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقابس,الاجازة في المحاسبة و المالية,105.74,94.0602,94.365
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقفصة,الإجازة في إدارة الأعمال,66.0069,72.8048,69.0952
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقفصة,الإجازة في تكنولوجيات الإعلامية,99.385,89.7249,78.9982
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية قصر هلال,الاجازة في المحاسبة و المالية,117.5877,108.53,106.358
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية قصر هلال,الاجازة في التجارة والتوزيع,111.2977,101.324,103.1285
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية قصر هلال,الإجازة في هندسة النسيج,81.6201,75.7166,156.26
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالشرقية,الإجازة في إدارة الأعمال,125.8588,111.4546,114.5542
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالشرقية,الإجازة في تكنولوجيات الإعلامية,141.117,133.5146,130.4491
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقيروان,الإجازة في إدارة الأعمال,96.66,91.605,87.5186
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقيروان,الاجازة في المحاسبة و المالية,99.97,94.5898,90.5217
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقيروان,الاجازة في التجارة والتوزيع,93.45,88.7017,82.7667
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقيروان,الإجازة في تكنولوجيات الإعلامية,109.99,102.7022,90.095
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بجربة,الإجازة في إدارة الأعمال,104.3732,93.03,105.716
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بجربة,الاجازة في التجارة والتوزيع,102.2867,97.5787,105.3235
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بجربة,الإجازة في تكنولوجيات الإعلامية,113.1722,99.115,96.5967
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالمهدية,الإجازة في إدارة الأعمال,121.32,107.125,104.7423
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالمهدية,الاجازة في المحاسبة و المالية,127.09,111.3389,106.8502
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالمهدية,الاجازة في التجارة والتوزيع,112.9439,103.9719,102.4182
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالمهدية,الإجازة في تكنولوجيات الإعلامية,131.665,121.53,116.525
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بجندوبة,الاجازة في المحاسبة و المالية,105.2007,98.7914,95.7118
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بجندوبة,الاجازة في التجارة والتوزيع,94.4185,91.945,93.54
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بجندوبة,الإجازة في تكنولوجيات الإعلامية,105.33,100.8475,99.21
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بزغوان,الإجازة في إدارة الأعمال,104.37,97.315,95.64
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بزغوان,الاجازة في المحاسبة و المالية,111.7,101.235,102.78
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بزغوان,الإجازة في تكنولوجيات الإعلامية,117.76,112.1,108.44
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بالكاف,الإجازة في إدارة الأعمال,104.0147,99.67,88.3868
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بالكاف,الاجازة في المحاسبة و المالية,106.88,91.3552,
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بالكاف,الإجازة في تكنولوجيات الإعلامية,110.87,101.345,87.3983
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسليانة,الإجازة في إدارة الأعمال,98.815,94.5284,87.8535
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسليانة,الاجازة في المحاسبة و المالية,101.125,96.03,89.915
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسليانة,الاجازة في التجارة والتوزيع,94.14,88.8691,79.2334
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسليانة,الإجازة في تكنولوجيات الإعلامية,105.1952,98.47,77.1469
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسيدي بوزيد,الإجازة في تكنولوجيات الإعلامية,116.507,110.9125,93.3417
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,الإجازة في إدارة الأعمال,73.9852,67.4098,73.8018
علوم تجريبية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,الإجازة في تكنولوجيات الإعلامية,78.7985,76.6799,74.9618
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,الإجازة في إدارة الأعمال,87.9168,78.5299,79.1247
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,الاجازة في المحاسبة و المالية,100.5816,91.5955,72.0267
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,الإجازة في تكنولوجيات الإعلامية,95.315,84.8282,83.7386
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بباجة,الإجازة في تكنولوجيات الإعلامية,111.48,105.9835,102.62
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتوزر,الإجازة في تكنولوجيات الإعلامية,92.9699,83.1651,75.295
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتطاوين,الاجازة في المحاسبة و المالية,76.3985,74.5136,78.8587
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتطاوين,الإجازة في تكنولوجيات الإعلامية,93.805,79.9915,89.582
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,الإجازة في إدارة الأعمال,73.18,72.4901,74.1884
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,الاجازة في المحاسبة و المالية,90.4936,72.2867,69.7118
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,الإجازة في تكنولوجيات الإعلامية,106.4971,90.1,73.0468
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في إدارة الأعمال,118.1013,110.2635,107.7383
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الاجازة في المحاسبة و المالية,120.0808,111.325,114.062
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الاجازة في التجارة والتوزيع,118.2029,111.51,117.272
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,الإجازة في تكنولوجيات الإعلامية,129.505,119.82,117.875
علوم تجريبية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,الإجازة في تكنولوجيات الإعلامية,123.7,115.7633,117.1971
علوم تجريبية,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الإجازة في إعلامية التصرف,140.055,130.9413,128.9297
علوم تجريبية,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الاجازة في العلوم الاقتصادية,102.03,98.8733,96.4839
علوم تجريبية,جامعة المنستير,كلية العلوم الإقتصادية والتصرف بالمهدية,الإجازة في علوم التصرف,123.49,106.29,109.895
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإنقليزية,87.6831,83.6501,93.3448
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الفرنسية,83.795,81.1484,87.5511
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإسبانية,90.9866,97.4038,104.3367
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الإيطالية,110.3919,90.8682,97.3216
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الألمانية,95.1908,89.4343,127.79
علوم تجريبية,جامعة المنستير,المعهد العالي للغات بالمكنين,الإجازة في الترجمة,81.476,79.1274,93.4506
علوم تجريبية,جامعة المنستير,المعهد العالي للدراسات التطبيقية في الانسانيات بالمهدية,الإجازة في التربية والتعليم,165.4,145.83,154.12
علوم تجريبية,جامعة المنستير,المعهد العالي للموضة بالمنستير,الاجازة في تصميم المنتوج,94.1958,91.1816,99.045
علوم تجريبية,جامعة المنستير,المعهد العالي للموضة بالمنستير,الإجازة في علوم التصرف,112.805,103.565,104.9
علوم تجريبية,جامعة المنستير,المعهد العالي للموضة بالمنستير,الإجازة في هندسة النسيج,78.9366,154.575,141.005
علوم تجريبية,جامعة المنستير,المعهد العالي للإعلامية بالمهدية,الإجازة في إعلامية التصرف,145.625,136.695,133.92
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الإجازة في تصميم الفضاء,113.3,101.765,107.66
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم المنتوج,90.0268,85.8731,93.0485
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم الصورة,89.335,85.9549,94.83
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في العربية,75.1135,78.5799,77.9118
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الإنقليزية,75.6081,79.096,79.8965
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الفرنسية,95.235,74.8916,64.0064
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الفلسفة,91.29,83.5586,
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الترجمة,88.2875,79.9131,85.5264
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الآثار,74.6002,81.1042,82.3811
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في إعلامية التصرف,117.2025,108.165,101.49
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الاجازة في العلوم الاقتصادية,83.2716,86.1637,72.6984
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في علوم التصرف,100.4249,95.37,95.115
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في الفنون التشكيلية,83.6749,78.0985,77.0452
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في تصميم الفضاء,73.6468,81.841,86.6048
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم المنتوج,77.5618,72.2351,82.5751
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم الصورة,78.1916,74.9002,77.2435
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية بالقيروان,الإجازة في القانون,72.0449,70.3585,92.3
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في الفنون التشكيلية,122.1941,88.8633,
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في تصميم الفضاء,72.9585,74.3752,74.6916
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الاجازة في تصميم المنتوج,92.1683,91.8827,82.205
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في الإنقليزية,80.6201,77.5536,83.6869
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التنشيط السياحي,85.1185,90.0146,94.4896
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التربية والتعليم,150.705,127.73,136.865
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في الفنون التشكيلية,85.8375,,
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في تصميم الفضاء,71.5365,73.4749,74.8415
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم المنتوج,87.915,82.0244,79.4139
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم الصورة,89.3591,78.5332,77.0701
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في العربية,85.8718,87.0865,86.4719
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الإنقليزية,82.0247,84.8,91.9434
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الفرنسية,94.2835,81.74,
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في علم الاجتماع,79.5235,74.1016,85.3146
علوم تجريبية,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في إعلامية التصرف,103.98,96.84,83.4314
علوم تجريبية,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الاجازة في العلوم الاقتصادية,71.9434,68.2118,70.5949
علوم تجريبية,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في علوم التصرف,96.7334,83.3384,84.6768
علوم تجريبية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في تصميم الفضاء,75.2799,74.6217,71.9815
علوم تجريبية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الاجازة في تصميم المنتوج,76.5051,70.9368,80.1003
علوم تجريبية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الاجازة في تصميم الصورة,81.1217,79.865,76.7685
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في الفرنسية,88.745,70.0583,84.7885
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في التربية والتعليم,147.62,129.715,135.85
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,الإجازة في التربية والتعليم,149.35,128.12,136.04
علوم تجريبية,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,148.565,144.0113,137.0724
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الإنقليزية,122.9663,118.555,135.54
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفرنسية,102.9515,106.5471,89.8449
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم الاجتماع,121.72,131.5244,122.0228
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم النفس,138.42,139.025,159.7
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفلسفة,106.8016,101.8052,
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في التاريخ,111.775,103.23,85.5066
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الجغرافيا,92.29,77.9401,75.4527
علوم تجريبية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الاجازة في الجيوماتيك والتهيئة,75.045,74.9282,79.9215
علوم تجريبية,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,الإجازة في الوساطة والتنشيط,113.41,125.57,110.365
علوم تجريبية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في الفنون التشكيلية,73.2119,86.0769,90.8633
